"SEQN","self_eval","teacher_eval","extracurricular","district","SRP_1","SRP_2","SRP_3","SRP_4","SRP_5","SRP_6","SRP_7","SRP_8","SRP_9","SRP_10","SRP_11","SRP_12","SRP_13","SRP_14","SRP_15","SRP_16","SRP_17","SRP_18","SRP_19","SRP_20","SRP_21","SRP_22","SRP_23","SRP_24","SRP_25","SRP_26","SRP_27","SRP_28","SRP_29","SRP_30","SRP_31","SRP_32","SRP_33","SRP_34","SRP_35","SRP_36","SRP_37","SRP_38","SRP_39","SRP_40","SRP_41","SRP_42","SRP_43","SRP_44","SRP_45","SRP_46","SRP_47","SRP_48","SRP_49","SRP_50","y"
199467,5,4,2,7,-0.682,-1.141,0.14,-0.449,-0.826,-0.944,-0.199,-0.555,-0.999,-0.05,0.884,-0.226,0.985,-0.294,-1.408,-0.762,-0.236,-0.935,-1.955,1.61,-0.769,0.668,1.448,-0.12,0.065,1.278,0.454,-0.034,-0.037,-0.884,-0.452,0.899,0.866,0.218,-0.844,0.761,0.139,0.787,-0.077,-0.371,0.681,0.364,-2.138,-1.17,0.632,-0.921,-1.237,0.466,-0.599,2.352,-1.526
943528,2,2,6,2,0.3,0.337,0.392,2.256,-0.665,-0.836,-0.374,1.899,0.484,-0.074,-0.616,0.846,0.065,1.16,0.2,0.642,-0.136,-0.319,0.343,1.003,0.177,1.455,0.868,0.87,2.072,-1.808,-0.474,-0.056,-0.791,-1.005,-0.92,-0.241,0.189,-0.949,-1.414,0.254,0.582,1.215,0.851,-0.391,0.927,-1.502,-1.643,-0.638,0.848,0.861,-0.371,-0.458,-1.504,-0.873,1.954
876767,4,2,8,5,1.538,-0.034,0.583,0.676,0.599,-0.78,-0.131,1.762,0.595,0.499,-1.472,-0.049,1.619,1.716,0.582,0.074,0.235,0.479,1.313,1.312,0.449,-2.022,0.368,0.299,-0.16,0.619,0.641,-0.697,-1.24,0.223,0.179,0.861,1.353,-0.559,-2.423,-0.107,0.037,-0.217,-0.245,-1.492,1.009,-1.301,0.607,0.173,1.339,0.461,-0.655,0.579,0.406,-0.931,0.34
262618,5,5,6,7,1.254,-1.628,0.219,0.268,0.235,0.563,0.462,1.743,-1.774,0.513,-0.976,-0.478,-1.038,0.387,1.089,-0.387,-0.951,-2.858,-0.374,0.929,-1.086,-0.814,-2.148,1.102,-0.502,0.134,-0.248,-0.843,0.529,-0.387,-1.64,1.244,0.862,-0.866,0.158,-0.463,-0.841,-0.024,0.164,-0.709,-1.177,0.909,-0.829,-0.004,0.697,-1.09,-0.942,0.325,-0.694,-1.849,-3.258
856814,3,2,3,2,0.379,1.733,0.385,0.28,0.356,-0.439,-0.439,-1.172,-2.119,0.157,-0.18,0.347,0.269,-0.186,-0.106,1.234,-1.408,0.785,1.635,0.855,-1.767,0.19,-0.317,0.856,0.214,-0.312,-2.414,-1.119,-0.244,1.57,1.101,1.441,0.36,1.102,-0.699,1.107,-2.264,1.195,0.767,1.066,-1.756,-0.419,-0.173,1.345,-0.213,0.27,-0.748,-0.333,0.461,-0.98,0.7
235015,4,4,3,1,-0.664,-0.78,2.025,-1.978,-0.733,0.626,0.003,0.107,-0.715,0.471,-0.551,0.121,0.015,-0.332,-2.49,0.041,-0.764,0.444,-0.868,0.865,-0.971,-1.71,-0.469,-0.847,-0.064,0.079,0.616,0.321,0.397,0.527,0.219,-0.421,-0.585,1.141,-0.562,-0.77,0.209,-1.026,1.213,-0.119,0.389,0.313,1.731,-0.281,-1.047,-0.05,-0.462,1.1,-1.56,0.228,-1.894
571092,3,3,5,2,0.897,0.232,-0.099,-0.305,1.257,1.893,2.447,0.101,0.118,-1.745,-1.725,2.098,2.131,-0.255,0.666,0.239,1.301,-1.363,-0.483,-0.552,1.67,-0.385,-0.751,-0.63,1.317,0.704,1.091,2.307,-0.02,0.473,-0.129,-1.513,1.117,-0.143,-0.351,0.415,-0.369,-1.721,-0.529,0.842,0.148,0.541,0.548,1.161,1.459,-0.387,0.034,-0.241,0.442,0.349,3.242
306284,3,5,2,7,1.185,-0.531,-0.392,0.547,-1.411,-0.786,-0.691,0.071,1.071,-1.298,0.4,-0.473,-0.962,0.129,-0.819,-2.306,0.908,-1.334,0.414,-1.409,0.866,1.032,0.167,0.033,1.141,-0.859,0.377,-0.766,0.049,-0.826,-0.038,0.306,-0.811,0.395,-1.336,0.715,0.155,-1.147,0.177,0.064,-0.154,1.86,-0.142,0.111,0.477,0.471,-0.751,-1.641,-0.245,3.063,-1.834
692785,3,3,4,6,0.432,-1.602,-0.893,-0.208,-1.271,0.48,0.103,-0.773,0.395,0.377,-0.814,-0.895,1.367,-1.531,-1.758,-0.128,1.165,0.139,0.389,-0.159,1.308,0.181,-0.607,-0.16,-0.012,-2.368,0.283,-1.526,-1.427,-0.819,-0.046,-0.837,-0.597,1.385,1.089,1.128,-0.878,-1.261,-0.813,-2.002,0.703,0.98,0.004,0.946,1.706,0.673,-0.584,-0.462,0.503,-0.768,0.36
88317,5,4,10,4,0.151,0.265,-2.265,0.585,-0.079,-0.299,-0.533,0.257,0.027,-0.307,-1.723,-0.454,-1.377,-0.464,-0.437,0.731,-0.884,1.013,0.937,-1.193,0.674,-0.026,1.318,-1.603,-0.877,-1.193,0.005,-0.405,0.098,-2.215,0.806,1.257,0.143,-1.962,1.141,0.982,0.305,-1.224,0.862,1.807,0.646,-0.54,1.046,-0.144,-0.381,0.041,0.999,-1.546,0.577,-0.724,1.056
493597,4,3,7,5,1.242,0.302,-1.009,-0.61,-0.444,0.301,0.401,-0.414,1.322,0.278,0.011,0.061,2.126,-0.581,-2.059,-0.163,0.841,-0.465,0.287,1.149,-0.433,-1.441,0.784,-0.053,0.613,0.091,0.3,-0.574,0.506,0.021,-0.704,-0.594,0.038,1.154,0.586,0.566,-0.069,-0.02,2.024,1.425,0.008,-1.954,0.969,-0.642,-0.028,0.42,1.46,-1.645,0.087,-1.348,0.448
426661,1,1,5,1,0.558,0.507,0.586,-0.742,0.148,0.343,-0.152,-0.83,1.132,-0.862,-1.106,1.399,0.218,0.17,-0.459,0.348,0.141,-0.825,1.069,-0.162,0.194,-1.085,-0.487,1.128,-0.543,0.262,-0.281,-1.085,0.352,-0.462,-0.642,2.708,-0.158,-1.02,-0.119,0.376,1.545,-0.269,-1.134,0.785,1.477,-0.837,0.748,-1.178,-1.214,-0.871,-1.742,-0.784,-0.995,-1.063,1.314
301086,3,3,6,7,-2.184,-0.747,0.431,0.04,0.91,-0.016,-0.214,0.052,-2.166,-0.924,-1.632,1.825,-0.704,0.153,-0.362,0.595,1.524,-0.745,-0.003,-0.591,0.735,-0.628,-1.279,0.754,-0.115,-0.47,1.049,-0.591,0.306,-1.773,-0.487,2.648,-0.497,0.694,0.063,-1.509,-0.824,-1.345,-1.262,1.135,0.582,0.38,-0.306,-1.304,0.585,0.06,-1.821,-1.716,-1.756,-0.893,-1.933
237702,5,2,5,5,0.145,-0.051,-0.215,1.489,-0.644,1.32,0.617,-0.171,-2.402,-1.201,-0.366,0.352,-2.043,0.027,-0.632,1.36,-0.996,-1.963,0.418,2.377,-0.088,-0.216,-0.619,-1.311,-0.205,-0.614,-0.895,-0.943,-0.416,-2.193,-0.269,-0.248,-0.977,0.718,-0.163,-0.88,-0.214,1.642,1.094,1.36,0.137,-0.618,0.013,-0.279,-0.485,-0.683,-0.264,0.464,0.098,-1.12,-1.686
954679,5,4,2,4,-0.677,1.509,1.201,0.358,0.771,1.237,-1.351,0.401,1.765,1.313,-0.972,-1.576,0.172,0.701,0.38,0.742,0.503,-0.761,-2.655,-0.249,0.129,0.089,0.606,0.794,-0.035,-0.741,-0.369,-0.638,-3.039,-2.644,-1.996,-0.097,1.415,-0.875,-1.449,-0.254,-0.127,-0.187,-0.268,1.025,0.651,-2.316,-1.177,-0.379,-0.912,0.656,-1.38,-1.128,-0.425,0.061,0.187
251903,2,1,8,2,-0.267,0.16,0.003,-0.661,1.731,0.182,-0.339,0.435,-0.345,1.103,1.433,1.1,-0.427,0.377,-0.746,0.18,-0.718,-2.049,-0.709,0.471,-0.332,-0.681,0.668,-1.193,-0.633,-1.851,-0.356,0.192,-0.3,-0.769,1.606,-1.382,0.269,-1.777,1.436,0.539,-1.027,-0.461,1.53,-0.665,0.333,-0.579,-0.334,-0.554,1.673,-1.682,-1.445,0.627,-0.054,-0.473,0.989
694734,4,4,3,1,0.472,0.357,-0.682,-0.671,-1.332,-0.409,0.417,1.611,0.004,0.152,-0.572,0.325,-1.682,2.01,-0.065,-0.499,-1.44,1.9,0.589,-1.621,-0.096,-1.239,-0.64,-0.529,1.933,0.223,-1.225,-1.107,0.001,0.462,-0.444,1.452,0.416,1.036,-0.909,-1.466,0.635,-0.166,0.159,-0.595,0.357,-0.445,-0.406,-0.206,1.464,1.017,1.602,-1.611,-0.186,-0.756,-1.062
573244,4,5,10,7,0.028,1.143,1.355,0.61,0.487,-0.919,1.742,-1.081,0.151,1.338,-0.398,-1.891,0.731,-0.86,-0.46,-0.206,0.081,0.007,-0.612,-0.485,1.432,-0.714,-0.259,-0.825,0.042,-0.839,-0.215,-1.193,-1.066,0.315,0.356,1.264,-0.731,0.555,0.469,0.832,-0.502,-0.35,-1.014,-1.293,2.152,0.864,-0.476,-0.488,0.92,0.386,3.013,-1.035,2.186,-0.632,0.487
983356,5,4,6,5,-1.256,-0.859,0.745,-1.01,-0.075,1.306,-1.811,0.083,1.083,-0.333,-0.886,-0.65,-1.494,-1.658,1.28,0.149,0.978,1.854,0.868,0.139,-0.542,-0.856,0.668,-0.234,-0.904,-1.079,-2.203,-0.409,-1.191,-0.092,-0.649,-0.444,0.168,-0.094,0.731,0.061,-1.18,-0.791,0.276,-0.243,-1.703,-0.893,0.563,0.345,-0.578,0.738,0.543,0.555,0.304,0.526,-2.725
223062,2,2,2,5,-0.421,-2.007,-0.855,-0.53,-0.466,1.275,-1.583,-1.594,-1.17,-0.298,0.547,0.021,0.808,-0.354,-1.134,0.168,0.002,1.111,-0.541,1.084,1.304,-1.411,0.166,-1.276,-1.379,0.006,-1.125,-0.428,-1.184,0.207,0.142,-0.398,-2.121,1.04,-2.302,1.131,1.392,-1.172,-1.506,-0.433,1.238,0.058,-0.481,0.012,0.766,-0.717,1.156,-2.826,-0.919,1.65,-1.438
205415,2,3,9,2,0.668,0.239,-0.523,-1.459,0.567,1.766,1.074,-0.344,0.535,-1.327,1.372,0.329,0.402,0.609,0.214,-0.404,0.004,1.018,0.594,-1.538,0.714,-0.435,1.512,-0.114,-0.708,-0.669,0.343,1.267,-0.536,-0.521,0.486,-0.602,-0.587,0.779,1.855,-0.366,0.506,-0.578,-0.015,-0.707,1.184,-0.428,-1.986,-1.01,-0.128,-1.466,0.513,1.23,0,-0.417,1.452
190046,1,1,9,3,-0.137,-0.785,-1.507,0.374,-0.219,0.206,1.465,0.38,0.508,-1.109,-1.104,0.972,1.305,-0.509,-0.249,0.194,0.462,0.009,-1.634,0.34,-2.654,0.024,0.15,1.532,0.812,0.652,-1.143,-0.216,1.514,0.401,-2.082,0.306,0.135,-0.457,-0.386,-0.182,-0.088,0.764,-0.704,2.169,-1.108,1.464,-1.697,-1.272,-0.458,0.101,0.723,-0.785,0.015,0.252,1.399
491942,1,1,2,2,0.062,0.536,1.113,0.934,0.946,0.567,-0.767,-0.862,-1.546,-0.025,-1.511,-1.851,-0.674,-0.137,-0.707,0.17,0.038,0.422,-0.376,-0.676,1.713,-0.314,-0.096,0.232,1.53,0.502,-1.442,-0.325,0.335,-0.545,0.957,-0.988,0.967,1.725,-2.203,0.142,-0.069,0.207,1.522,1.489,0.096,-1.234,0.273,-0.57,-1.225,2.034,1.578,0.616,0.349,0.16,-0.051
81938,2,1,7,7,-0.286,-0.617,-0.305,-0.073,1.224,-0.649,1.508,1.893,0.218,-1.271,-0.264,0.125,0.391,1.104,-0.703,-0.934,-0.629,0.056,-0.343,-0.231,-0.623,-0.119,-0.351,-1.157,0.729,-0.601,1.342,0.968,1.523,-0.409,-1.923,0.16,-1.095,0.769,-0.742,-0.69,1.072,0.784,0.929,-0.313,1.082,-0.17,1.249,-1.875,1.322,-1.941,0.02,0.716,0.318,0.426,1.22
371047,1,1,1,6,0.659,0.949,-0.358,0.666,0.02,-0.702,-0.452,-0.968,0.819,1.562,1.123,-0.266,0.114,-1.385,1.582,-1.464,-1.355,0.331,-0.696,-0.482,-1.739,0.82,1.693,0.86,0.594,-0.694,0.051,-0.229,0.037,1.782,0.082,-1.426,1.772,0.433,0.371,0.275,0.386,1.365,0.087,-0.27,0.488,0.604,-0.501,-1.551,-1.927,-0.419,-0.321,-0.774,-0.4,-0.103,-0.421
194334,1,1,8,1,-0.529,1.38,-0.797,1.042,-0.193,-0.27,-1.452,0.289,0.991,0.45,0.652,1.12,0.154,1.133,1.081,-1.026,-0.185,-0.061,-1.224,0.529,-1.136,0.437,-1.531,-0.336,-0.396,-1.421,0.178,-1.087,-0.788,0.479,-0.675,-0.919,-0.911,-0.494,-1.506,3.094,-0.633,1.943,-0.032,1.001,-1.359,1.491,-1.239,1.205,-0.709,-1.345,1.158,0.009,1.774,0.053,1.508
149741,5,5,10,6,-0.74,-0.196,0.683,-0.533,0.593,-1.181,0.281,0.361,-0.364,0.859,0.513,2.05,-1.922,-1.028,0.207,0.314,-0.836,0.203,-1.001,0.406,-0.141,-1.184,0.112,-0.551,-0.194,-0.641,0.016,1.095,-0.293,-0.368,-0.553,-0.479,-0.195,-0.328,-1.364,0.109,0.654,-0.819,-1.055,1.434,-1.404,-0.999,-0.049,-0.739,-1.733,0.363,0.904,2.388,0.238,-2.113,0.985
481097,1,2,2,4,-0.691,-0.718,0.741,-1.357,-0.05,-0.041,-0.103,-0.062,-1.501,1.082,0.768,-0.831,0.224,1.046,-1.44,-1.035,-0.213,-0.453,-0.314,-1.197,-1.324,-0.199,0.861,2.186,0.939,1.854,0.096,0.056,-0.529,0.922,0.042,0.623,0.327,1.454,0.51,-1.104,-0.146,-0.454,0.578,0.671,-0.092,0.001,-0.086,-2.492,1.53,-0.432,0.023,0.633,0.478,1.603,0.295
870553,5,4,8,1,-0.739,0.55,-1.12,0.854,-0.07,0.294,-0.097,-0.566,0.622,-0.908,0.5,-1.687,-0.174,-0.315,0.478,-2.017,-0.202,-1.52,-0.252,0.162,-1.932,0.689,1.799,0.484,0.141,0.404,0.707,1.955,0.228,0.728,0.339,-0.442,0.613,1.078,-0.456,0.299,-0.185,0.273,-0.892,0.158,0.008,-0.992,-0.129,0.275,-0.645,2.023,0.904,0.252,0.424,-0.22,-0.379
774419,2,2,3,7,-0.395,-0.096,-0.606,0.201,0.147,1.286,-0.407,-0.606,1.467,-0.206,-0.386,0.399,-0.771,0.213,-0.061,0.512,-0.094,2.324,-0.795,-0.958,-0.691,-1.302,0.599,2.211,0.571,0.33,0.722,0.39,0.831,-1.822,-1.464,-0.114,1.357,-2.757,-0.027,-0.459,1.093,0.615,-2.12,-0.933,-2.137,0.242,-1.761,-0.44,1.762,1.858,0.599,-0.964,2.255,0.046,-0.006
80428,1,1,6,6,-0.56,-2.37,-0.076,-0.054,0.473,-2.201,0.134,1.278,0.477,-0.14,-1.544,-0.347,0.566,-0.848,-0.015,0.31,-0.816,-1.457,-1.273,1.147,0.374,0.874,-0.381,-2.638,0.608,-0.096,1.626,-0.458,-1.464,-0.513,1.177,0.385,-1.938,-0.427,0.374,-1.104,-1.85,0.786,1.454,0.008,-1.056,0.153,-0.672,-0.066,0.451,1.481,-1.256,-0.891,-0.681,0.596,-2.685
423893,4,4,6,5,0.033,0.938,-1.007,0.476,0.914,-0.386,-1.426,0.354,-0.268,1.311,0.061,0.554,1.006,0.333,-0.139,-0.16,-0.015,-0.12,-0.215,0.344,0.468,0.103,-0.046,-1.354,-0.704,-0.703,0.42,-1.196,-0.165,1.055,-0.617,-0.241,0.113,0.447,0.51,1.472,1.16,0.065,-1.092,0.122,-0.306,-1.418,1.032,0.053,0.695,0.404,-0.743,0.565,0.034,-0.621,-0.362
75082,3,2,5,4,-0.572,0.577,0.648,-0.545,-0.617,0.507,-0.647,-0.527,1.258,-1.423,0.18,-1.387,-0.735,-0.322,-0.808,-0.045,1.282,1.215,-0.29,-0.838,0.647,1.804,-0.83,0.574,0.076,-0.983,1.457,-0.261,-1.892,-0.705,0.029,0.172,2.17,-0.039,-0.262,0.186,-0.681,0.871,0.164,0.475,-0.261,-1.125,0.369,-0.185,-0.136,-2.403,1.751,-0.816,1.102,1.251,0.621
170866,1,1,5,4,0.166,-0.511,1.401,-0.426,0.659,-0.833,1.416,-0.32,-0.265,0.08,1.361,1.172,-1.482,-0.122,2.342,2.872,0.442,-0.064,0.783,-1.402,0.097,0.92,-2.373,-0.208,0.295,0.623,-1.062,-0.994,-0.65,0.894,-1.048,-1.22,-0.143,-0.001,1.665,0.177,1.023,-1.171,-0.395,0.91,0.901,1.15,0.998,0.55,2.276,-1.048,1.204,0.001,-1.519,-3.467,0.461
924035,1,1,6,2,0.341,-2.251,-0.83,-1.072,-0.148,0.317,-1.232,0.455,0.165,0.206,0.968,-0.453,0.978,-0.423,0.709,0.346,1.102,1.289,-0.176,0.808,0.531,0.738,0.153,1.196,-0.723,0.007,-1.101,0.721,-2.11,-0.212,-1.568,0.504,1.768,1.321,0.331,1.207,-0.462,-0.173,-0.838,-0.199,0.986,-1.148,-0.473,-0.79,-0.441,-1.559,0.673,-1.354,-0.183,1.21,-0.012
344752,5,5,10,5,0.129,-0.901,0.355,0.01,0.127,-1.967,0.982,-1.438,-1.268,-0.33,0.026,-0.689,-0.315,0.226,-1.335,1.518,0.661,2.108,-0.284,0.455,0.15,-1.82,-0.241,-0.289,-0.416,-1.537,0.638,-1.158,-0.664,-0.708,0.817,0.581,-0.825,1.333,0.852,1.301,-0.729,-0.069,-1.355,0.098,-0.96,0.5,0.377,-2.611,-0.147,2.025,1.054,-0.296,0.936,-0.108,-1.452
404086,4,4,8,6,1.139,0.016,1.506,-0.214,1.956,0.547,-1.399,-0.154,-0.547,0.042,0.36,-1.741,1.576,-0.59,-0.566,-2.901,1.006,0.888,-0.288,-0.25,0.135,0.343,-1.486,-0.146,-0.676,-0.526,1.859,-2.132,-0.35,-1.038,-0.785,-1.501,0.279,0.089,0.034,0.669,1.91,-1.41,0.982,-1.113,-0.901,-2.028,-0.76,0.285,-0.072,1.091,-0.313,0.799,-0.163,0.242,1.271
727327,5,4,5,1,-0.374,0.669,-1.554,-0.732,0.045,-0.592,0.569,2.037,-1.034,1.185,1.604,-0.474,-1.997,-0.207,0.789,0.518,-1.911,1.032,0.568,0.104,-0.662,0.944,-0.063,0.367,-0.272,0.165,0.399,-1.572,-1.644,-0.043,-0.12,-1.397,-1.741,0.221,0.47,-0.811,-0.444,-1.506,2.555,-1.215,-0.956,0.29,0.221,0.466,1.591,-0.371,-0.679,1.376,-0.985,-0.102,-1.801
930228,2,3,9,4,-0.262,-1.228,0.612,1.633,0.454,0.183,-1.21,0.13,0.01,0.783,0.304,0.237,-1.625,0.219,-0.317,-0.777,-2.213,0.422,-1.669,-0.829,1.264,-1.305,-0.346,-0.457,0.322,0.127,0.086,-0.124,0.273,1.695,-0.015,0.261,1.15,0.991,1.09,-0.074,-0.499,-1.709,-1.47,-1.328,-1.041,0.653,0.956,-1.546,-0.228,1.021,1.458,-1.159,-0.083,0.336,0.957
1004,5,4,4,2,-1.383,-1.135,-0.468,-0.696,0.21,-0.354,-1.522,2.244,-1.623,-0.612,0.01,-0.362,-0.644,2.258,-0.091,1.567,-0.523,0.297,0.305,0.137,-0.214,-1.379,-0.984,-0.273,0.742,0.44,0.893,-1.458,1.233,-0.959,2.022,-2.24,0.188,0.397,1.309,0.233,-1.211,-1.426,0.952,-0.061,-0.115,1.126,1.38,1.897,-0.627,0.649,0.982,-0.119,1.27,-0.347,2.766
846356,4,5,6,4,-0.543,-0.259,0.011,0.521,0.928,1.493,0.872,-1.689,-1.567,-0.192,0.007,-0.713,0.62,-0.006,1.108,-0.902,0.401,0.891,0.496,-0.192,-1.206,1.352,0.704,-0.023,0.231,0.563,1.516,-0.482,-1.699,0.95,0.774,0.955,0.87,0.695,0.995,-0.581,-0.491,0.227,1.369,0.69,-0.055,1.58,-0.454,-0.03,2.162,0.597,-1.438,0.556,-0.109,1.729,3.812
610118,1,1,7,4,0.664,0.667,-0.274,1.722,0.003,-0.667,-0.171,0.094,0.23,2.004,-1.996,-2.093,0.103,0.28,-0.557,0.213,-1.447,1.298,0.17,-0.385,0.232,0.528,-1.359,0.334,0.625,2.142,-0.527,-1.744,0.259,1.608,-0.997,-0.202,0.183,0.181,0.29,0.823,-2.458,-0.119,-1.623,-0.069,-3.085,-1.588,0.492,0.358,-0.607,-0.19,0.86,-2.196,-0.494,1.215,-0.772
167912,1,1,2,2,-0.338,-0.22,0.292,0.043,1.106,-0.533,0.903,-1.2,-0.849,-0.553,0.526,-0.248,0.174,0.507,0.247,0.344,-0.374,2.024,-0.095,-0.95,2.676,0.563,0.358,0.769,-0.303,-0.729,-0.371,1.947,1.679,0.528,-0.328,-0.493,-0.033,-0.33,0.484,1.378,0.524,0.533,-0.416,-1.627,1.619,0.915,0.354,0.166,0.273,-0.14,1.76,-1.088,-0.484,0.632,0.301
492630,3,3,6,2,0.088,0.104,-0.235,-1.004,-0.937,2.092,-0.277,-2.033,-0.145,1.058,0.794,0.27,-0.291,-0.762,-0.976,-0.149,-2.314,-0.146,-0.211,-0.304,1.901,0.054,-0.708,1.576,-0.012,0.707,0.889,0.791,0.349,-0.951,-0.361,0.569,-0.073,0.346,2.096,0.96,0.459,-0.169,0.275,0.28,-1.356,1.227,-0.418,-0.583,0.789,1.316,-0.579,0.495,0.453,0.728,1.735
237100,5,4,3,6,-0.203,0.373,-1.075,-0.323,0.781,0.275,-1.507,-3.095,2.046,-0.842,0.106,-0.502,0.485,-0.639,-0.122,-1.693,0.858,-0.279,-2.351,0.177,-0.558,-2.127,0.623,-0.911,-0.208,-0.626,1.812,0.145,1.801,-0.081,0.45,-1.819,0.21,-0.016,-0.289,-2.356,-0.41,-1.004,1.904,1.048,0.722,-0.705,0.037,0.291,-1.748,-1.355,0.504,-1.185,-0.844,1.081,-0.082
754234,2,2,3,2,0.528,0.747,-1.883,-0.356,-0.777,-0.507,-0.713,0.116,-0.076,-0.397,-0.07,-0.081,1.271,-0.201,0.195,-0.407,0.398,0.071,-0.291,-0.271,1.213,0.563,0.543,1.276,1.152,-0.832,-0.861,-0.686,-0.245,0.34,-0.5,0.37,-0.774,-0.95,-0.639,-0.252,1.191,0.691,-0.421,-0.819,-0.27,-0.891,0.787,0.419,-0.617,-1.301,-0.189,-1.205,1.135,-0.321,0.432
116294,1,1,3,6,-0.214,-0.349,-0.366,-0.466,0.747,-1.294,1.28,-0.091,-2.257,0.177,-1.205,-0.026,-0.07,0.922,0.626,-0.247,1.377,0.559,0.483,1.103,-1.395,-2.048,-1.174,0.345,-0.109,-1.039,-0.648,-0.827,0.869,-2.309,-0.099,-1.202,-0.971,1.213,0.012,-0.361,-0.201,-0.127,0.379,0.513,-0.508,0.3,-1.4,-0.362,-1.641,-0.445,1.413,0.034,-0.306,0.246,-1.35
645994,4,3,2,6,-0.357,0.197,-1.066,-1.028,0.143,1.75,0.264,0.88,-1.025,0.96,-0.445,0.918,0.95,-0.659,0.898,1.406,-0.058,-1.689,0.006,0.302,0.322,-0.957,0.639,-1.119,0.43,0.095,-0.246,-0.22,-0.957,0.556,-0.235,1.236,2.267,-0.39,1.598,-0.925,0.341,-0.594,-0.216,1.941,-0.877,-0.804,0.988,0.581,0.484,0.914,0.37,0.254,-0.437,1.456,3.189
409707,4,1,5,1,-1.628,0.472,-1.861,1.273,-0.022,0.243,-0.399,-0.405,0.474,0.081,0.954,-1.828,-0.885,-0.938,-1.962,0.815,0.034,-1.863,-1.855,-1.299,-2.254,1.647,0.156,1.311,-1.051,-0.227,0.339,-0.389,1.724,1.716,1.769,0.308,0.747,1.682,-0.918,-0.738,2.315,0.611,0.65,-1.723,1.323,-0.434,0.819,-0.032,0.67,3.44,-0.556,-1.239,0.113,0.186,-0.682
4392,2,1,3,3,-2.322,-1.055,-1.519,-0.97,1.328,-0.296,-1.512,-1.014,-0.492,0.245,0.839,-1.009,-1.346,-1.498,-0.311,-0.342,0.645,1.02,1.181,1.399,-0.378,0.926,-1.233,0.371,-0.507,-0.067,-0.735,1.889,-0.553,-0.146,-1.131,-0.42,-1.107,-0.234,0.029,-2.137,0.456,-1.593,0.661,-2.375,0.095,0.56,3.217,-0.58,1.143,0.278,0.861,0.391,-0.203,0.191,-2.455
301221,5,3,3,4,-0.523,-0.116,0.792,-0.079,0.382,2.817,0.225,-0.675,1.814,0.622,1.074,0.009,-0.535,-1.182,-0.402,0.286,0.281,-1.789,-1.388,2.201,-1.661,-0.972,-0.01,-1.15,-0.731,0.378,-0.864,0.374,2.132,-0.402,0.422,0.061,-2.072,-0.464,0.465,0.433,-0.359,-0.719,0.056,-0.571,-1.229,1.868,0.694,0.669,0.65,-0.743,1.242,-0.565,-0.226,-0.66,2.586
947153,1,1,9,3,-0.752,0.628,-0.009,-0.235,-0.228,0.532,-1.809,0.011,0.089,-0.032,-0.474,0.216,0.052,-0.688,1.03,-1.992,-1.109,-2.812,0.839,0.395,1.849,0.855,-0.753,-0.557,-1.1,0.16,1.019,-1.405,-0.12,-0.44,-0.735,-0.44,0.776,-0.995,-1.071,-0.783,0.319,-0.136,0.376,0.338,0.195,0.872,0.764,-0.66,-2.332,-0.376,1.302,-0.407,0.579,-0.813,1.019
931245,5,4,3,3,0.585,0.6,0.446,1.276,-1.389,-0.123,-0.042,-1.087,-0.4,0.617,0.993,-0.042,0.619,0.652,1.262,-0.131,-0.198,-0.529,-1.414,0.702,0.186,0.426,-0.051,0.219,-0.804,0.582,0.299,0.675,-0.81,0.558,-1.283,1.066,-1.196,-0.392,-0.436,-0.297,0.231,-0.379,0.206,0.616,0.918,1.476,-0.53,0.582,-0.774,-0.541,-0.351,-0.33,-0.365,-0.88,0.163
35153,1,2,9,2,-0.773,-1.078,-0.795,-0.332,-1.166,0.85,2.005,-0.159,-1.231,-0.406,1.03,-0.434,0.262,0.527,-0.026,-0.969,0.821,1.294,-0.19,-1.415,-1.572,1.473,1.458,0.959,0.004,-0.559,0.644,0.426,-1.99,1.469,1.592,0.83,-0.86,-1.746,0.848,-0.171,-1.599,0.682,0.28,-0.259,1.136,-0.225,-1.411,0.755,-0.227,-0.001,0.248,-1.173,0.624,1.238,-0.722
316062,2,2,8,5,-0.193,-0.149,-1.434,0.004,0.75,-1.259,-1.817,0.146,-0.012,0.363,-1.532,0.362,2.133,-0.313,0.487,1.643,1.053,-0.991,0.51,0.628,2.016,0.953,0.617,1.198,1.335,1.833,-1.031,0.95,2.226,-0.201,-0.809,-0.581,-2.061,0.146,0.802,-0.861,-0.219,1.517,1.701,-0.238,0.957,-0.628,1.853,0.607,0.505,1.685,-0.189,-0.5,0.349,0.231,2.757
230782,3,1,9,1,-0.556,-0.867,-0.287,1.046,0.744,-0.372,1.202,1.483,-0.651,-0.237,-1.55,-2.066,-0.149,0.717,-0.195,-0.719,0.649,-0.598,-0.311,0.005,0.966,-1.201,0.855,-0.945,2.901,1.082,-0.583,1.572,-0.733,1.902,-0.568,0.704,-0.637,0.476,-0.303,1.784,-0.492,0.21,0.071,0.681,0.319,0.703,0.634,-1.042,-1.624,-0.123,-0.944,0.733,0.272,-1.875,0.176
